person,personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel
http://www.wikidata.org/entity/Q887229,Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln
http://www.wikidata.org/entity/Q887229,Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln
http://www.wikidata.org/entity/Q30518909,Charles W. Kilgore,1855-02-20T00:00:00Z,male,Democratic Party,1879-01-01T00:00:00Z,1881-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q30569475,Charles W. Sherritt,1854-04-09T00:00:00Z,male,Republican Party,1902-01-01T00:00:00Z,1906-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q5083485,Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City
http://www.wikidata.org/entity/Q1066931,Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati
http://www.wikidata.org/entity/Q1066931,Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati
http://www.wikidata.org/entity/Q1066931,Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati
http://www.wikidata.org/entity/Q1066931,Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati
http://www.wikidata.org/entity/Q5091903,Cheri Barry,1955-04-19T00:00:00Z,female,Republican Party,2009-07-01T00:00:00Z,2013-07-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian
http://www.wikidata.org/entity/Q15999003,Chester Hugh McNulty,1889-01-01T00:00:00Z,male,Republican Party,1935-12-10T00:00:00Z,1936-12-08T00:00:00Z,"Mayor of Melbourne, Florida",Melbourne
http://www.wikidata.org/entity/Q5093623,Chester L. Jenkins,1938-07-14T00:00:00Z,male,Democratic Party,1989-01-01T00:00:00Z,1991-01-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham
http://www.wikidata.org/entity/Q15830543,Chokwe Lumumba,1947-08-02T00:00:00Z,male,Democratic Party,2013-06-04T00:00:00Z,2014-02-25T00:00:00Z,"Mayor of Jackson, Mississippi",Jackson
http://www.wikidata.org/entity/Q5111922,Christopher Bateman,1957-10-09T00:00:00Z,male,Republican Party,1986-01-01T00:00:00Z,1986-01-01T00:00:00Z,"Mayor of Branchburg, New Jersey",Branchburg
http://www.wikidata.org/entity/Q5115678,Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose
http://www.wikidata.org/entity/Q47044630,Clara C. Munson,1861-06-16T00:00:00Z,female,Republican Party,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,Mayor of Warrenton,Warrenton
http://www.wikidata.org/entity/Q106446238,Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville
http://www.wikidata.org/entity/Q43203,Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California
http://www.wikidata.org/entity/Q43203,Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California
http://www.wikidata.org/entity/Q863703,Coleman Young,1918-05-24T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1994-01-03T00:00:00Z,"Mayor of Detroit, Michigan",Detroit
http://www.wikidata.org/entity/Q5161904,Connie McCready,1921-08-20T00:00:00Z,female,Republican Party,1979-09-05T00:00:00Z,1980-11-24T00:00:00Z,"Mayor of Portland, Oregon",Portland
http://www.wikidata.org/entity/Q1133718,Cornelius Augustine McGlennon,1878-12-10T00:00:00Z,male,Democratic Party,1907-01-01T00:00:00Z,1919-01-01T00:00:00Z,"Mayor of East Newark, New Jersey",East Newark
http://www.wikidata.org/entity/Q15501007,Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh
http://www.wikidata.org/entity/Q5171457,Cornelius V. Clickener,1817-01-01T00:00:00Z,male,Democratic Party,1855-01-01T00:00:00Z,1857-01-01T00:00:00Z,"Mayor of Hoboken, New Jersey",Hoboken
http://www.wikidata.org/entity/Q23760711,Cornell Harvey,1953-01-01T00:00:00Z,male,Democratic Party,2014-01-08T00:00:00Z,2022-01-05T00:00:00Z,"Mayor of Brunswick, Georgia",Brunswick
http://www.wikidata.org/entity/Q1135767,Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark
http://www.wikidata.org/entity/Q5181166,Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville
http://www.wikidata.org/entity/Q24067949,Cyrus W. Davis,1856-09-25T00:00:00Z,male,Democratic Party,1903-01-01T00:00:00Z,1904-01-01T00:00:00Z,"Mayor of Waterville, Maine",Waterville
http://www.wikidata.org/entity/Q20090937,D. Craig Horn,1944-05-09T00:00:00Z,male,Republican Party,2021-12-13T00:00:00Z,2023-12-11T00:00:00Z,"Mayor of Weddington, North Carolina",Weddington
http://www.wikidata.org/entity/Q5212470,Damien Marchesseault,1818-04-01T00:00:00Z,male,Democratic Party,1859-05-09T00:00:00Z,1860-05-09T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q5214471,Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q5217048,Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5217216,Daniel G. Clodfelter,1950-06-02T00:00:00Z,male,Democratic Party,2014-04-09T00:00:00Z,2015-12-07T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte
http://www.wikidata.org/entity/Q29401078,Daniel Guice,1924-11-30T00:00:00Z,male,Democratic Party,1961-01-01T00:00:00Z,1973-01-01T00:00:00Z,"Mayor of Biloxi, Mississippi",Biloxi
http://www.wikidata.org/entity/Q5217392,Daniel H. Wells,1814-10-27T00:00:00Z,male,People's Party,1866-01-01T00:00:00Z,1876-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City
http://www.wikidata.org/entity/Q18631511,Danny Burgess,1986-06-01T00:00:00Z,male,Republican Party,2013-04-09T00:00:00Z,2014-11-04T00:00:00Z,"Mayor of Zephyrhills, Florida",Zephyrhills
http://www.wikidata.org/entity/Q27662191,Danny Jones,1951-07-10T00:00:00Z,male,Republican Party,2003-06-01T00:00:00Z,2019-01-07T00:00:00Z,"Mayor of Charleston, West Virginia",Charleston
http://www.wikidata.org/entity/Q440121,Dave Bing,1943-11-24T00:00:00Z,male,Democratic Party,2009-05-11T00:00:00Z,2013-12-31T00:00:00Z,"Mayor of Detroit, Michigan",Detroit
http://www.wikidata.org/entity/Q16214791,David Condon,1974-02-09T00:00:00Z,male,Republican Party,2011-12-30T00:00:00Z,2019-12-30T00:00:00Z,"Mayor of Spokane, Washington",Spokane
http://www.wikidata.org/entity/Q467133,David Dinkins,1927-07-10T00:00:00Z,male,Democratic Party,1990-01-01T00:00:00Z,1993-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q467133,David Dinkins,1927-07-10T00:00:00Z,male,Democratic Socialists of America,1990-01-01T00:00:00Z,1993-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q492222,David Duvall Orr,1944-10-04T00:00:00Z,male,Democratic Party,1987-11-25T00:00:00Z,1987-12-02T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q98133137,David Edward Fitzgerald,1874-09-21T00:00:00Z,male,Democratic Party,1918-01-01T00:00:00Z,1926-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven
http://www.wikidata.org/entity/Q5233510,David F. Weinstein,1936-06-17T00:00:00Z,male,Democratic Party,1988-01-01T00:00:00Z,1992-01-01T00:00:00Z,"Mayor of Lumberton, North Carolina",Lumberton
http://www.wikidata.org/entity/Q5234555,David H. Rodgers,1923-08-10T00:00:00Z,male,Republican Party,1967-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Spokane, Washington",Spokane
http://www.wikidata.org/entity/Q203275,David L. Lawrence,1889-06-18T00:00:00Z,male,Democratic Party,1946-01-07T00:00:00Z,1959-01-15T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh
http://www.wikidata.org/entity/Q5239118,David Roberts,1956-07-14T00:00:00Z,male,Democratic Party,2001-07-01T00:00:00Z,2009-07-31T00:00:00Z,"Mayor of Hoboken, New Jersey",Hoboken
http://www.wikidata.org/entity/Q5240122,David Stout Manners,1808-01-12T00:00:00Z,male,Whig Party,1852-05-03T00:00:00Z,1857-05-03T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5240157,David Stuart Rose,1856-06-30T00:00:00Z,male,Democratic Party of Wisconsin,1898-01-01T00:00:00Z,1906-01-01T00:00:00Z,Mayor of Milwaukee,Milwaukee
http://www.wikidata.org/entity/Q5240157,David Stuart Rose,1856-06-30T00:00:00Z,male,Democratic Party of Wisconsin,1908-01-01T00:00:00Z,1910-01-01T00:00:00Z,Mayor of Milwaukee,Milwaukee
http://www.wikidata.org/entity/Q5242533,Dawn Zimmer,1968-04-16T00:00:00Z,female,Democratic Party,2009-07-31T00:00:00Z,2018-01-01T00:00:00Z,"Mayor of Hoboken, New Jersey",Hoboken
http://www.wikidata.org/entity/Q5249980,Deedee Corradini,1944-04-11T00:00:00Z,female,Democratic Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City
http://www.wikidata.org/entity/Q5258156,Dennis Archer,1942-01-01T00:00:00Z,male,Democratic Party,1994-01-03T00:00:00Z,2001-12-31T00:00:00Z,"Mayor of Detroit, Michigan",Detroit
http://www.wikidata.org/entity/Q5258380,Dennis Egan,1947-03-03T00:00:00Z,male,Democratic Party,1995-02-13T00:00:00Z,2000-10-03T00:00:00Z,"Mayor of Juneau, Alaska",Juneau
http://www.wikidata.org/entity/Q310588,Dennis Kucinich,1946-10-08T00:00:00Z,male,Democratic Party,1978-01-01T00:00:00Z,1979-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5258830,Dennis P. Hession,1950-01-01T00:00:00Z,male,Democratic Party,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z,"Mayor of Spokane, Washington",Spokane
http://www.wikidata.org/entity/Q5259023,Dennis Tyler,1942-12-04T00:00:00Z,male,Democratic Party,2012-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q26703250,Derek Merrin,1986-03-10T00:00:00Z,male,Republican Party,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z,Mayor of Waterville,Waterville
http://www.wikidata.org/entity/Q230733,Dianne Feinstein,1933-06-22T00:00:00Z,female,Democratic Party,1978-12-04T00:00:00Z,1988-01-08T00:00:00Z,mayor of San Francisco,City and County of San Francisco
http://www.wikidata.org/entity/Q16185367,Don Guardian,1953-06-12T00:00:00Z,male,Republican Party,2014-01-01T00:00:00Z,2017-12-31T00:00:00Z,"Mayor of Atlantic City, New Jersey",Atlantic City
http://www.wikidata.org/entity/Q132117729,Don L. Curtis,1926-01-01T00:00:00Z,male,Republican Party,1958-01-01T00:00:00Z,1965-01-15T00:00:00Z,"Mayor of Marietta, Ohio",Marietta
http://www.wikidata.org/entity/Q167527,Don Ness,1974-01-09T00:00:00Z,male,Democratic Party,2008-01-07T00:00:00Z,2016-01-04T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q167527,Don Ness,1974-01-09T00:00:00Z,male,Minnesota Democratic–Farmer–Labor Party,2008-01-07T00:00:00Z,2016-01-04T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q5293735,Don Williamson,1934-02-02T00:00:00Z,male,Democratic Party,2003-01-01T00:00:00Z,2009-02-15T00:00:00Z,Mayor of the City of Flint,Flint
http://www.wikidata.org/entity/Q5294403,Donald G. Davis,1971-08-29T00:00:00Z,male,Democratic Party,2001-12-01T00:00:00Z,2008-12-01T00:00:00Z,"Mayor of Snow Hill, North Carolina",Snow Hill
http://www.wikidata.org/entity/Q864545,Donald M. Fraser,1924-02-20T00:00:00Z,male,Democratic Party,1980-01-01T00:00:00Z,1993-12-31T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q864545,Donald M. Fraser,1924-02-20T00:00:00Z,male,Minnesota Democratic–Farmer–Labor Party,1980-01-01T00:00:00Z,1993-12-31T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5297833,Dorilus Morrison,1814-12-27T00:00:00Z,male,Republican Party,1867-02-26T00:00:00Z,1868-04-14T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5297833,Dorilus Morrison,1814-12-27T00:00:00Z,male,Republican Party,1869-04-13T00:00:00Z,1870-04-12T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5298541,Dorothy McCullough Lee,1901-04-01T00:00:00Z,female,Republican Party,1949-01-01T00:00:00Z,1953-01-01T00:00:00Z,"Mayor of Portland, Oregon",Portland
http://www.wikidata.org/entity/Q5300944,Doug Sutherland,1937-01-01T00:00:00Z,male,Republican Party,1981-01-01T00:00:00Z,1989-01-01T00:00:00Z,"Mayor of Tacoma, Washington",Tacoma
http://www.wikidata.org/entity/Q5301872,Douglas Palmer,1951-10-19T00:00:00Z,male,Democratic Party,1990-07-01T00:00:00Z,2010-07-01T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton
http://www.wikidata.org/entity/Q881154,Douglas Wilder,1931-01-17T00:00:00Z,male,Democratic Party,2005-01-02T00:00:00Z,2009-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond
http://www.wikidata.org/entity/Q881154,Douglas Wilder,1931-01-17T00:00:00Z,male,independent politician,2005-01-02T00:00:00Z,2009-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond
http://www.wikidata.org/entity/Q1291976,E. H. Crump,1874-10-02T00:00:00Z,male,Democratic Party,1910-01-01T00:00:00Z,1915-01-01T00:00:00Z,"Mayor of Memphis, Tennessee",Memphis
http://www.wikidata.org/entity/Q1291976,E. H. Crump,1874-10-02T00:00:00Z,male,Democratic Party,1940-01-01T00:00:00Z,1940-01-01T00:00:00Z,"Mayor of Memphis, Tennessee",Memphis
http://www.wikidata.org/entity/Q66689159,Earnest B. Collins,1873-07-19T00:00:00Z,male,Republican Party,1934-01-01T00:00:00Z,1939-01-01T00:00:00Z,"Mayor of Fairbanks, Alaska",Fairbanks
http://www.wikidata.org/entity/Q467122,Ed Koch,1924-12-12T00:00:00Z,male,Democratic Party,1978-01-01T00:00:00Z,1989-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q241750,Ed Lee,1952-05-05T00:00:00Z,male,Democratic Party,2011-01-10T00:00:00Z,2017-12-12T00:00:00Z,mayor of San Francisco,City and County of San Francisco
http://www.wikidata.org/entity/Q5335261,Ed Pawlowski,1965-06-04T00:00:00Z,male,Democratic Party,2006-01-03T00:00:00Z,2018-03-09T00:00:00Z,"Mayor of Allentown, Pennsylvania",Allentown
http://www.wikidata.org/entity/Q434902,Ed Rendell,1944-01-05T00:00:00Z,male,Democratic Party,1992-01-06T00:00:00Z,2000-01-03T00:00:00Z,"Mayor of Philadelphia, Pennsylvania",Philadelphia
http://www.wikidata.org/entity/Q5336402,Eddie Perez,1957-01-01T00:00:00Z,male,Democratic Party,2001-01-01T00:00:00Z,2010-06-25T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford
http://www.wikidata.org/entity/Q20963378,Edward C. Babb,1834-02-01T00:00:00Z,male,Republican Party,1889-01-07T00:00:00Z,1891-01-05T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5342404,Edward Cooper,1824-10-26T00:00:00Z,male,Democratic Party,1879-01-01T00:00:00Z,1880-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q5342490,Edward D. Garza,1969-01-01T00:00:00Z,male,Democratic Party,2001-06-01T00:00:00Z,2005-05-31T00:00:00Z,Mayor of San Antonio,San Antonio
http://www.wikidata.org/entity/Q399536,Edward Fitzsimmons Dunne,1853-10-12T00:00:00Z,male,Democratic Party,1905-01-01T00:00:00Z,1907-01-01T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q5343032,Edward G. Breen,1908-06-10T00:00:00Z,male,Democratic Party,1945-11-01T00:00:00Z,1948-04-01T00:00:00Z,"Mayor of Dayton, Ohio",Dayton
http://www.wikidata.org/entity/Q5343032,Edward G. Breen,1908-06-10T00:00:00Z,male,Democratic Party,1945-11-01T00:00:00Z,1948-04-01T00:00:00Z,"Mayor of Dayton, Ohio",City of Dayton
http://www.wikidata.org/entity/Q5343621,Edward J. Blythin,1884-10-10T00:00:00Z,male,Republican Party,1941-01-03T00:00:00Z,1941-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q491933,Edward Joseph Kelly,1876-05-01T00:00:00Z,male,Democratic Party,1933-04-17T00:00:00Z,1947-04-15T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q5345188,Edward Shepard Wilkinson,1842-03-21T00:00:00Z,male,Republican Party,1900-01-01T00:00:00Z,1902-01-01T00:00:00Z,"Mayor of North Adams, Massachusetts",North Adams
http://www.wikidata.org/entity/Q30560002,Edward Tuhey,1856-01-14T00:00:00Z,male,Democratic Party,1899-01-01T00:00:00Z,1902-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q30560002,Edward Tuhey,1856-01-14T00:00:00Z,male,Democratic Party,1910-01-01T00:00:00Z,1914-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q928043,Edwin Bell Forsythe,1916-01-17T00:00:00Z,male,Republican Party,1957-01-01T00:00:00Z,1962-01-01T00:00:00Z,"Mayor of Moorestown, New Jersey",Moorestown
http://www.wikidata.org/entity/Q1294523,Edwin E. Roberts,1870-12-12T00:00:00Z,male,Republican Party,1923-01-01T00:00:00Z,1933-12-11T00:00:00Z,"Mayor of Reno, Nevada",Reno
http://www.wikidata.org/entity/Q16847560,Edwin J. Brown,1864-01-01T00:00:00Z,male,Socialist Party of Washington,1922-06-05T00:00:00Z,1926-06-06T00:00:00Z,Mayor of Seattle,Seattle
http://www.wikidata.org/entity/Q51640094,Edwin S. Lanier,1901-07-19T00:00:00Z,male,Democratic Party,1949-01-01T00:00:00Z,1954-01-01T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill
http://www.wikidata.org/entity/Q5349320,Eileen Anderson,1928-10-18T00:00:00Z,female,Democratic Party,1981-01-02T00:00:00Z,1985-01-02T00:00:00Z,Mayor of Honolulu,Honolulu County
http://www.wikidata.org/entity/Q5353314,Elaine Walker,1951-08-06T00:00:00Z,female,Democratic Party,2005-01-01T00:00:00Z,2011-01-28T00:00:00Z,Mayor of Bowling Green,Bowling Green
http://www.wikidata.org/entity/Q1325732,Eleanor Kinnaird,1931-11-14T00:00:00Z,female,Democratic Party,1987-01-01T00:00:00Z,1995-12-05T00:00:00Z,"Mayor of Carrboro, North Carolina",Carrboro
http://www.wikidata.org/entity/Q21028365,Eli B. Ames,1820-08-03T00:00:00Z,male,Democratic Party,1870-04-12T00:00:00Z,1872-04-09T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5360854,Elihu Harris,1947-08-15T00:00:00Z,male,Democratic Party,1991-01-01T00:00:00Z,1999-01-01T00:00:00Z,"Mayor of Oakland, California",Oakland
http://www.wikidata.org/entity/Q5362464,Elizabeth Brater,1951-04-12T00:00:00Z,female,Democratic Party,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,"Mayor of Ann Arbor, Michigan",Ann Arbor
http://www.wikidata.org/entity/Q5366530,Elmer E. Rasmuson,1909-02-15T00:00:00Z,male,Republican Party,1964-01-01T00:00:00Z,1967-01-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q5366606,Elmer Logan Genzmer,1903-01-03T00:00:00Z,male,Republican Party,1942-01-01T00:00:00Z,1956-01-01T00:00:00Z,"Mayor of Mayville, Wisconsin",Mayville
http://www.wikidata.org/entity/Q5366606,Elmer Logan Genzmer,1903-01-03T00:00:00Z,male,Democratic Party,1942-01-01T00:00:00Z,1956-01-01T00:00:00Z,"Mayor of Mayville, Wisconsin",Mayville
http://www.wikidata.org/entity/Q5366657,Elmer Robinson,1894-10-03T00:00:00Z,male,Republican Party,1948-01-08T00:00:00Z,1956-01-08T00:00:00Z,mayor of San Francisco,City and County of San Francisco
http://www.wikidata.org/entity/Q1334654,Emanuel Cleaver,1944-10-26T00:00:00Z,male,Democratic Party,1991-01-01T00:00:00Z,1999-01-01T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City
http://www.wikidata.org/entity/Q5370970,Emery B. Denny,1892-11-23T00:00:00Z,male,Democratic Party,1929-01-01T00:00:00Z,1937-01-01T00:00:00Z,Mayor of Gastonia,Gastonia
http://www.wikidata.org/entity/Q5371006,Emery Valentine,1858-01-01T00:00:00Z,male,Republican Party,1908-01-01T00:00:00Z,1912-01-01T00:00:00Z,"Mayor of Juneau, Alaska",Juneau
http://www.wikidata.org/entity/Q2632795,Emil Seidel,1864-12-13T00:00:00Z,male,Socialist Party of America,1910-01-01T00:00:00Z,1912-01-01T00:00:00Z,Mayor of Milwaukee,Milwaukee
http://www.wikidata.org/entity/Q5385007,Erastus Corning 2nd,1909-10-07T00:00:00Z,male,Democratic Party,1942-01-02T00:00:00Z,1983-05-28T00:00:00Z,"Mayor of Albany, New York",Albany
http://www.wikidata.org/entity/Q5386557,Eric Garcetti,1971-02-04T00:00:00Z,male,Democratic Party,2013-07-01T00:00:00Z,2022-12-12T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q17386096,Eric Jackson,1959-01-01T00:00:00Z,male,Democratic Party,2014-07-01T00:00:00Z,2018-07-01T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton
http://www.wikidata.org/entity/Q16734103,Eric Papenfuse,1971-09-04T00:00:00Z,male,Democratic Party,2014-01-06T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Harrisburg, Pennsylvania",Harrisburg
http://www.wikidata.org/entity/Q5402891,Ethan Berkowitz,1962-02-04T00:00:00Z,male,Democratic Party,2015-07-01T00:00:00Z,2020-10-23T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q1373151,Eugene McLanahan Wilson,1833-12-25T00:00:00Z,male,Democratic Party,1872-04-09T00:00:00Z,1873-04-08T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q1373151,Eugene McLanahan Wilson,1833-12-25T00:00:00Z,male,Democratic Party,1874-04-14T00:00:00Z,1875-04-13T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q294914,Eugene Sawyer,1934-09-03T00:00:00Z,male,Democratic Party,1987-12-02T00:00:00Z,1989-04-24T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q1400546,Federico Peña,1947-03-15T00:00:00Z,male,Democratic Party,1983-07-02T00:00:00Z,1991-07-15T00:00:00Z,"Mayor of Denver, Colorado",Denver
http://www.wikidata.org/entity/Q16062793,Feramorz Little,1820-06-14T00:00:00Z,male,People's Party,1876-01-01T00:00:00Z,1882-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City
http://www.wikidata.org/entity/Q430443,Fernando Wood,1812-06-14T00:00:00Z,male,Democratic Party,1855-01-01T00:00:00Z,1858-01-01T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q430443,Fernando Wood,1812-06-14T00:00:00Z,male,Democratic Party,1860-01-01T00:00:00Z,1862-01-01T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q312502,Fiorello H. La Guardia,1882-12-11T00:00:00Z,male,Republican Party,1934-01-01T00:00:00Z,1945-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q5458769,Fletcher Bowron,1887-08-13T00:00:00Z,male,Republican Party,1938-09-26T00:00:00Z,1953-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q15998234,Floyd Franklin Green,1899-07-10T00:00:00Z,male,Republican Party,1940-01-01T00:00:00Z,1943-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus
http://www.wikidata.org/entity/Q18149234,Foster Samuel Chipman,1829-01-01T00:00:00Z,male,Democratic Party,1887-01-01T00:00:00Z,1888-01-01T00:00:00Z,"Mayor of Orlando, Florida",Orlando
http://www.wikidata.org/entity/Q16104396,Francis L. Bodine,1936-01-10T00:00:00Z,male,Republican Party,1981-01-01T00:00:00Z,1987-01-01T00:00:00Z,"Mayor of Moorestown, New Jersey",Moorestown
http://www.wikidata.org/entity/Q16104396,Francis L. Bodine,1936-01-10T00:00:00Z,male,Democratic Party,1981-01-01T00:00:00Z,1987-01-01T00:00:00Z,"Mayor of Moorestown, New Jersey",Moorestown
http://www.wikidata.org/entity/Q16066520,Frank Dalmon Stafford,1856-08-15T00:00:00Z,male,Republican Party,1903-01-01T00:00:00Z,1904-01-01T00:00:00Z,"Mayor of North Adams, Massachusetts",North Adams
http://www.wikidata.org/entity/Q16066520,Frank Dalmon Stafford,1856-08-15T00:00:00Z,male,Republican Party,1907-01-01T00:00:00Z,1908-01-01T00:00:00Z,"Mayor of North Adams, Massachusetts",North Adams
http://www.wikidata.org/entity/Q5486430,Frank Edwards,1950-09-16T00:00:00Z,male,Republican Party,2010-12-28T00:00:00Z,2011-04-29T00:00:00Z,"Mayor of Springfield, Oregon",Springfield
http://www.wikidata.org/entity/Q30612750,Frank Ellis,1842-02-12T00:00:00Z,male,Republican Party,1883-01-01T00:00:00Z,1891-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27T00:00:00Z,male,Republican Party,1985-01-02T00:00:00Z,1994-09-01T00:00:00Z,Mayor of Honolulu,Honolulu County
