personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,eduLabel,eduTypeLabel
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,Illinois College,private not-for-profit educational institution
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,school
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,private university
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,research university
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,private not-for-profit educational institution
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,Illinois College,liberal arts college in the United States
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,Illinois College,private not-for-profit educational institution
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,school
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,private university
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,research university
Charles W. Bryan,1867-02-10T00:00:00Z,male,Democratic Party,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,"Mayor of Lincoln, Nebraska",Lincoln,University of Chicago,private not-for-profit educational institution
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,Metropolitan Community College,community college
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Kansas,publishing company
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Kansas,public educational institution of the United States
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Kansas,open-access publisher
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Kansas,public research university
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Louisville,public educational institution of the United States
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Louisville,public research university
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Missouri–Kansas City,public university
Charles Wheeler,1926-08-10T00:00:00Z,male,Democratic Party,1971-04-10T00:00:00Z,1979-04-10T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City,University of Missouri–Kansas City,public educational institution of the United States
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,Purcell Marian High School,high school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,Purcell Marian High School,high school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Cincinnati College of Law,law school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Cincinnati College of Law,law school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,Catholic university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,Catholic university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private not-for-profit educational institution
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private not-for-profit educational institution
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,open-access publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,open-access publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,academic publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1984-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,academic publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,Purcell Marian High School,high school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,Purcell Marian High School,high school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Cincinnati College of Law,law school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Cincinnati College of Law,law school
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,Catholic university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,Catholic university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private university
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private not-for-profit educational institution
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,private not-for-profit educational institution
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,open-access publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,open-access publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,1991-01-02T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,academic publisher
Charlie Luken,1951-07-18T00:00:00Z,male,Democratic Party,1999-01-01T00:00:00Z,2005-12-31T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati,University of Notre Dame,academic publisher
Cheri Barry,1955-04-19T00:00:00Z,female,Republican Party,2009-07-01T00:00:00Z,2013-07-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,University of Mississippi,public university
Cheri Barry,1955-04-19T00:00:00Z,female,Republican Party,2009-07-01T00:00:00Z,2013-07-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,University of Mississippi,research university
Cheri Barry,1955-04-19T00:00:00Z,female,Republican Party,2009-07-01T00:00:00Z,2013-07-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,University of Mississippi,public educational institution of the United States
Chokwe Lumumba,1947-08-02T00:00:00Z,male,Democratic Party,2013-06-04T00:00:00Z,2014-02-25T00:00:00Z,"Mayor of Jackson, Mississippi",Jackson,Kalamazoo College,liberal arts college
Chokwe Lumumba,1947-08-02T00:00:00Z,male,Democratic Party,2013-06-04T00:00:00Z,2014-02-25T00:00:00Z,"Mayor of Jackson, Mississippi",Jackson,Kalamazoo College,Colleges That Change Lives
Chokwe Lumumba,1947-08-02T00:00:00Z,male,Democratic Party,2013-06-04T00:00:00Z,2014-02-25T00:00:00Z,"Mayor of Jackson, Mississippi",Jackson,Kalamazoo College,private not-for-profit educational institution
Chokwe Lumumba,1947-08-02T00:00:00Z,male,Democratic Party,2013-06-04T00:00:00Z,2014-02-25T00:00:00Z,"Mayor of Jackson, Mississippi",Jackson,Wayne State University Law School,law school
Christopher Bateman,1957-10-09T00:00:00Z,male,Republican Party,1986-01-01T00:00:00Z,1986-01-01T00:00:00Z,"Mayor of Branchburg, New Jersey",Branchburg,Ithaca College,private university
Christopher Bateman,1957-10-09T00:00:00Z,male,Republican Party,1986-01-01T00:00:00Z,1986-01-01T00:00:00Z,"Mayor of Branchburg, New Jersey",Branchburg,Ithaca College,private not-for-profit educational institution
Christopher Bateman,1957-10-09T00:00:00Z,male,Republican Party,1986-01-01T00:00:00Z,1986-01-01T00:00:00Z,"Mayor of Branchburg, New Jersey",Branchburg,Seton Hall University School of Law,law school
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Garden City High School,high school
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton School of Public and International Affairs,public policy school
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton University,private university
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton University,Colonial Colleges
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton University,research university
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton University,private not-for-profit educational institution
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Princeton University,academic publisher
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Stanford Law School,organization
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Stanford Law School,faculty
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,Stanford Law School,law school
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,United States Air Force Academy,air force academy
Chuck Reed,1948-08-15T00:00:00Z,male,Democratic Party,2007-01-09T00:00:00Z,2014-12-31T00:00:00Z,Mayor of San Jose,San Jose,United States Air Force Academy,Field Operating Agency
Clara C. Munson,1861-06-16T00:00:00Z,female,Republican Party,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,Mayor of Warrenton,Warrenton,Oregon Episcopal School,school
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,Montclair State University,public university
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,Montclair State University,research university
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,Montclair State University,public educational institution of the United States
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,University of North Carolina,state university system
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,University of North Carolina,educational institution
Claude Webster Walck,1910-01-01T00:00:00Z,male,Republican Party,1962-01-01T00:00:00Z,1962-03-14T00:00:00Z,"Mayor of Somerville, New Jersey",Somerville,University of North Carolina,state agency of North Carolina
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Los Angeles City College,community college
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Los Angeles City College,community college
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Los Angeles City College,public educational institution of the United States
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Los Angeles City College,public educational institution of the United States
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Oakland Technical High School,high school
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Oakland Technical High School,high school
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Oakland Technical High School,public school
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Oakland Technical High School,public school
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Piedmont High School,high school
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Piedmont High School,high school
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Piedmont High School,public school
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Piedmont High School,public school
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Seattle University,Catholic university
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Seattle University,Catholic university
Clint Eastwood,1930-05-31T00:00:00Z,male,Republican Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Seattle University,private not-for-profit educational institution
Clint Eastwood,1930-05-31T00:00:00Z,male,Libertarian Party,1986-04-30T00:00:00Z,1988-04-30T00:00:00Z,mayor of a place in California,California,Seattle University,private not-for-profit educational institution
Coleman Young,1918-05-24T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1994-01-03T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Martin Luther King High School,high school
Connie McCready,1921-08-20T00:00:00Z,female,Republican Party,1979-09-05T00:00:00Z,1980-11-24T00:00:00Z,"Mayor of Portland, Oregon",Portland,Grant High School,high school
Connie McCready,1921-08-20T00:00:00Z,female,Republican Party,1979-09-05T00:00:00Z,1980-11-24T00:00:00Z,"Mayor of Portland, Oregon",Portland,University of Oregon,public university
Connie McCready,1921-08-20T00:00:00Z,female,Republican Party,1979-09-05T00:00:00Z,1980-11-24T00:00:00Z,"Mayor of Portland, Oregon",Portland,University of Oregon,research university
Connie McCready,1921-08-20T00:00:00Z,female,Republican Party,1979-09-05T00:00:00Z,1980-11-24T00:00:00Z,"Mayor of Portland, Oregon",Portland,University of Oregon,public educational institution of the United States
Cornelius Augustine McGlennon,1878-12-10T00:00:00Z,male,Democratic Party,1907-01-01T00:00:00Z,1919-01-01T00:00:00Z,"Mayor of East Newark, New Jersey",East Newark,Rutgers School of Law–Newark,law school
Cornelius Augustine McGlennon,1878-12-10T00:00:00Z,male,Democratic Party,1907-01-01T00:00:00Z,1919-01-01T00:00:00Z,"Mayor of East Newark, New Jersey",East Newark,Seton Hall University,Catholic university
Cornelius Augustine McGlennon,1878-12-10T00:00:00Z,male,Democratic Party,1907-01-01T00:00:00Z,1919-01-01T00:00:00Z,"Mayor of East Newark, New Jersey",East Newark,Seton Hall University,private not-for-profit educational institution
Cornelius Augustine McGlennon,1878-12-10T00:00:00Z,male,Democratic Party,1907-01-01T00:00:00Z,1919-01-01T00:00:00Z,"Mayor of East Newark, New Jersey",East Newark,Xavier High School,high school
Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,University of Pennsylvania,private university
Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,University of Pennsylvania,Colonial Colleges
Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,University of Pennsylvania,research university
Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,University of Pennsylvania,private not-for-profit educational institution
Cornelius D. Scully,1878-11-30T00:00:00Z,male,Democratic Party,1936-10-06T00:00:00Z,1946-01-07T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,University of Pittsburgh School of Law,law school
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Northern Valley Regional High School at Old Tappan,high school
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Stanford University,private university
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Stanford University,research university
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Stanford University,private not-for-profit educational institution
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Stanford University,open-access publisher
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,The Queen's College,college of the University of Oxford
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,The Queen's College,university building
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Yale Law School,law school
Cory Booker,1969-04-27T00:00:00Z,male,Democratic Party,2006-07-01T00:00:00Z,2013-10-31T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Yale Law School,academic publisher
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Florida,land-grant university
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Florida,public university
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Florida,public educational institution of the United States
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Florida,open-access publisher
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Florida,public research university
Craig Lowe,1957-07-18T00:00:00Z,male,Democratic Party,2010-05-20T00:00:00Z,2013-05-23T00:00:00Z,Mayor of Gainesville,Gainesville,University of Georgia,university
Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Oregon,public university
Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Oregon,research university
Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Oregon,public educational institution of the United States
Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,West Anchorage High School,high school
Dan Sullivan,1951-06-16T00:00:00Z,male,Republican Party,2009-07-02T00:00:00Z,2015-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,West Anchorage High School,public school
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Harvard Law School,law school
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Harvard Law School,publishing company
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Harvard Law School,graduate school
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Oberlin College,school
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Oberlin College,college
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Oberlin College,private university
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Oberlin College,liberal arts college
Daniel E. Morgan,1887-08-07T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1931-12-31T00:00:00Z,mayor of Cleveland,Cleveland,Oberlin College,private not-for-profit educational institution
Daniel G. Clodfelter,1950-06-02T00:00:00Z,male,Democratic Party,2014-04-09T00:00:00Z,2015-12-07T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Corpus Christi College,college of the University of Oxford
Daniel G. Clodfelter,1950-06-02T00:00:00Z,male,Democratic Party,2014-04-09T00:00:00Z,2015-12-07T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Corpus Christi College,university building
Daniel G. Clodfelter,1950-06-02T00:00:00Z,male,Democratic Party,2014-04-09T00:00:00Z,2015-12-07T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Davidson College,liberal arts college in the United States
Daniel G. Clodfelter,1950-06-02T00:00:00Z,male,Democratic Party,2014-04-09T00:00:00Z,2015-12-07T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Davidson College,private not-for-profit educational institution
Daniel Guice,1924-11-30T00:00:00Z,male,Democratic Party,1961-01-01T00:00:00Z,1973-01-01T00:00:00Z,"Mayor of Biloxi, Mississippi",Biloxi,Tulane University Law School,law school
Daniel Guice,1924-11-30T00:00:00Z,male,Democratic Party,1961-01-01T00:00:00Z,1973-01-01T00:00:00Z,"Mayor of Biloxi, Mississippi",Biloxi,Tulane University Law School,academic publisher
Daniel Guice,1924-11-30T00:00:00Z,male,Democratic Party,1961-01-01T00:00:00Z,1973-01-01T00:00:00Z,"Mayor of Biloxi, Mississippi",Biloxi,University of Mississippi,public university
Daniel Guice,1924-11-30T00:00:00Z,male,Democratic Party,1961-01-01T00:00:00Z,1973-01-01T00:00:00Z,"Mayor of Biloxi, Mississippi",Biloxi,University of Mississippi,research university
