person,personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,start_year,end_year,birth_year,age_at_start
http://www.wikidata.org/entity/Q5385007,Erastus Corning 2nd,1909-10-07 00:00:00+00:00,male,Democratic Party,1942-01-02 00:00:00+00:00,1983-05-28 00:00:00+00:00,"Mayor of Albany, New York",Albany,1942,1983,1909,33
http://www.wikidata.org/entity/Q5386557,Eric Garcetti,1971-02-04 00:00:00+00:00,male,Democratic Party,2013-07-01 00:00:00+00:00,2022-12-12 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,2013,2022,1971,42
http://www.wikidata.org/entity/Q17386096,Eric Jackson,1959-01-01 00:00:00+00:00,male,Democratic Party,2014-07-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,"Mayor of Trenton, New Jersey",Trenton,2014,2018,1959,55
http://www.wikidata.org/entity/Q16734103,Eric Papenfuse,1971-09-04 00:00:00+00:00,male,Democratic Party,2014-01-06 00:00:00+00:00,2022-01-03 00:00:00+00:00,"Mayor of Harrisburg, Pennsylvania",Harrisburg,2014,2022,1971,43
http://www.wikidata.org/entity/Q5402891,Ethan Berkowitz,1962-02-04 00:00:00+00:00,male,Democratic Party,2015-07-01 00:00:00+00:00,2020-10-23 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,2015,2020,1962,53
http://www.wikidata.org/entity/Q1373151,Eugene McLanahan Wilson,1833-12-25 00:00:00+00:00,male,Democratic Party,1872-04-09 00:00:00+00:00,1873-04-08 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1872,1873,1833,39
http://www.wikidata.org/entity/Q1373151,Eugene McLanahan Wilson,1833-12-25 00:00:00+00:00,male,Democratic Party,1874-04-14 00:00:00+00:00,1875-04-13 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1874,1875,1833,41
http://www.wikidata.org/entity/Q294914,Eugene Sawyer,1934-09-03 00:00:00+00:00,male,Democratic Party,1987-12-02 00:00:00+00:00,1989-04-24 00:00:00+00:00,Mayor of Chicago,Chicago,1987,1989,1934,53
http://www.wikidata.org/entity/Q1400546,Federico Peña,1947-03-15 00:00:00+00:00,male,Democratic Party,1983-07-02 00:00:00+00:00,1991-07-15 00:00:00+00:00,"Mayor of Denver, Colorado",Denver,1983,1991,1947,36
http://www.wikidata.org/entity/Q16062793,Feramorz Little,1820-06-14 00:00:00+00:00,male,People's Party,1876-01-01 00:00:00+00:00,1882-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,1876,1882,1820,56
http://www.wikidata.org/entity/Q430443,Fernando Wood,1812-06-14 00:00:00+00:00,male,Democratic Party,1855-01-01 00:00:00+00:00,1858-01-01 00:00:00+00:00,Mayor of New York City,New York City,1855,1858,1812,43
http://www.wikidata.org/entity/Q430443,Fernando Wood,1812-06-14 00:00:00+00:00,male,Democratic Party,1860-01-01 00:00:00+00:00,1862-01-01 00:00:00+00:00,Mayor of New York City,New York City,1860,1862,1812,48
http://www.wikidata.org/entity/Q312502,Fiorello H. La Guardia,1882-12-11 00:00:00+00:00,male,Republican Party,1934-01-01 00:00:00+00:00,1945-12-31 00:00:00+00:00,Mayor of New York City,New York City,1934,1945,1882,52
http://www.wikidata.org/entity/Q5458769,Fletcher Bowron,1887-08-13 00:00:00+00:00,male,Republican Party,1938-09-26 00:00:00+00:00,1953-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1938,1953,1887,51
http://www.wikidata.org/entity/Q15998234,Floyd Franklin Green,1899-07-10 00:00:00+00:00,male,Republican Party,1940-01-01 00:00:00+00:00,1943-01-01 00:00:00+00:00,"Mayor of Columbus, Ohio",Columbus,1940,1943,1899,41
http://www.wikidata.org/entity/Q18149234,Foster Samuel Chipman,1829-01-01 00:00:00+00:00,male,Democratic Party,1887-01-01 00:00:00+00:00,1888-01-01 00:00:00+00:00,"Mayor of Orlando, Florida",Orlando,1887,1888,1829,58
http://www.wikidata.org/entity/Q16104396,Francis L. Bodine,1936-01-10 00:00:00+00:00,male,Republican Party,1981-01-01 00:00:00+00:00,1987-01-01 00:00:00+00:00,"Mayor of Moorestown, New Jersey",Moorestown,1981,1987,1936,45
http://www.wikidata.org/entity/Q16104396,Francis L. Bodine,1936-01-10 00:00:00+00:00,male,Democratic Party,1981-01-01 00:00:00+00:00,1987-01-01 00:00:00+00:00,"Mayor of Moorestown, New Jersey",Moorestown,1981,1987,1936,45
http://www.wikidata.org/entity/Q16066520,Frank Dalmon Stafford,1856-08-15 00:00:00+00:00,male,Republican Party,1903-01-01 00:00:00+00:00,1904-01-01 00:00:00+00:00,"Mayor of North Adams, Massachusetts",North Adams,1903,1904,1856,47
http://www.wikidata.org/entity/Q16066520,Frank Dalmon Stafford,1856-08-15 00:00:00+00:00,male,Republican Party,1907-01-01 00:00:00+00:00,1908-01-01 00:00:00+00:00,"Mayor of North Adams, Massachusetts",North Adams,1907,1908,1856,51
http://www.wikidata.org/entity/Q5486430,Frank Edwards,1950-09-16 00:00:00+00:00,male,Republican Party,2010-12-28 00:00:00+00:00,2011-04-29 00:00:00+00:00,"Mayor of Springfield, Oregon",Springfield,2010,2011,1950,60
http://www.wikidata.org/entity/Q30612750,Frank Ellis,1842-02-12 00:00:00+00:00,male,Republican Party,1883-01-01 00:00:00+00:00,1891-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1883,1891,1842,41
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27 00:00:00+00:00,male,Republican Party,1985-01-02 00:00:00+00:00,1994-09-01 00:00:00+00:00,Mayor of Honolulu,Honolulu County,1985,1994,1920,65
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27 00:00:00+00:00,male,Democratic Party,1985-01-02 00:00:00+00:00,1994-09-01 00:00:00+00:00,Mayor of Honolulu,Honolulu County,1985,1994,1920,65
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27 00:00:00+00:00,male,Best Party of Hawaii,1985-01-02 00:00:00+00:00,1994-09-01 00:00:00+00:00,Mayor of Honolulu,Honolulu County,1985,1994,1920,65
http://www.wikidata.org/entity/Q19975024,Frank Fuller Olney,1851-03-12 00:00:00+00:00,male,Republican Party,1894-01-01 00:00:00+00:00,1896-01-01 00:00:00+00:00,"Mayor of Providence, Rhode Island",Providence,1894,1896,1851,43
http://www.wikidata.org/entity/Q5486737,Frank G. Jackson,1946-10-04 00:00:00+00:00,male,Democratic Party,2006-01-02 00:00:00+00:00,2022-01-02 00:00:00+00:00,mayor of Cleveland,Cleveland,2006,2022,1946,60
http://www.wikidata.org/entity/Q24250,Frank Guinta,1970-09-26 00:00:00+00:00,male,Republican Party,2006-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,"Mayor of Manchester, New Hampshire",Manchester,2006,2010,1970,36
http://www.wikidata.org/entity/Q3082638,Frank Hague,1876-01-17 00:00:00+00:00,male,Democratic Party,1917-05-15 00:00:00+00:00,1947-06-17 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1917,1947,1876,41
http://www.wikidata.org/entity/Q15998498,Frank Hague Eggers,1901-02-22 00:00:00+00:00,male,Democratic Party,1947-06-17 00:00:00+00:00,1949-05-16 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1947,1949,1901,46
http://www.wikidata.org/entity/Q492216,Frank J. Corr,1877-01-12 00:00:00+00:00,male,Democratic Party,1933-03-15 00:00:00+00:00,1933-04-08 00:00:00+00:00,Mayor of Chicago,Chicago,1933,1933,1877,56
http://www.wikidata.org/entity/Q5487817,Frank L. Shaw,1877-02-01 00:00:00+00:00,male,Republican Party,1933-07-01 00:00:00+00:00,1938-09-16 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1933,1938,1877,56
http://www.wikidata.org/entity/Q888606,Frank Lausche,1895-11-14 00:00:00+00:00,male,Democratic Party,1942-01-01 00:00:00+00:00,1945-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1942,1945,1895,47
http://www.wikidata.org/entity/Q887724,Frank Murphy,1890-04-13 00:00:00+00:00,male,Democratic Party,1930-09-23 00:00:00+00:00,1933-05-10 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,1930,1933,1890,40
http://www.wikidata.org/entity/Q1443883,Frank O. Briggs,1851-08-12 00:00:00+00:00,male,Republican Party,1899-01-01 00:00:00+00:00,1902-01-01 00:00:00+00:00,"Mayor of Trenton, New Jersey",Trenton,1899,1902,1851,48
http://www.wikidata.org/entity/Q27531771,Frank Raymond Fischl Jr.,1926-10-25 00:00:00+00:00,male,Republican Party,1978-01-01 00:00:00+00:00,1982-01-01 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,1978,1982,1926,52
http://www.wikidata.org/entity/Q5489233,Frank Rizzo,1920-10-23 00:00:00+00:00,male,Republican Party,1972-01-03 00:00:00+00:00,1980-01-07 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1972,1980,1920,52
http://www.wikidata.org/entity/Q5489233,Frank Rizzo,1920-10-23 00:00:00+00:00,male,Democratic Party,1972-01-03 00:00:00+00:00,1980-01-07 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1972,1980,1920,52
http://www.wikidata.org/entity/Q5490545,Frank Zeidler,1912-09-20 00:00:00+00:00,male,Socialist Party of America,1948-01-01 00:00:00+00:00,1960-01-01 00:00:00+00:00,Mayor of Milwaukee,Milwaukee,1948,1960,1912,36
http://www.wikidata.org/entity/Q3082937,Franklin Edson,1832-04-05 00:00:00+00:00,male,Democratic Party,1883-01-01 00:00:00+00:00,1884-12-31 00:00:00+00:00,Mayor of New York City,New York City,1883,1884,1832,51
http://www.wikidata.org/entity/Q5491730,Franklin P. Backus,1913-12-22 00:00:00+00:00,male,Democratic Party,1949-01-01 00:00:00+00:00,1952-01-01 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,1949,1952,1913,36
http://www.wikidata.org/entity/Q17183061,Fred A. Graber,1895-01-04 00:00:00+00:00,male,Republican Party,1941-01-01 00:00:00+00:00,1944-01-01 00:00:00+00:00,"Mayor of Tarrytown, New York",Tarrytown,1941,1944,1895,46
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08 00:00:00+00:00,male,Republican Party,1896-01-01 00:00:00+00:00,1899-01-01 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,1896,1899,1865,31
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08 00:00:00+00:00,male,Republican Party,1902-01-01 00:00:00+00:00,1905-01-01 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,1902,1905,1865,37
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08 00:00:00+00:00,male,Republican Party,1932-01-01 00:00:00+00:00,1936-01-01 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,1932,1936,1865,67
http://www.wikidata.org/entity/Q5495469,Fred Hofheinz,1938-03-15 00:00:00+00:00,male,Democratic Party,1974-01-01 00:00:00+00:00,1978-01-01 00:00:00+00:00,Mayor of Houston,Houston,1974,1978,1938,36
http://www.wikidata.org/entity/Q5498827,Frederic T. Woodman,1872-06-28 00:00:00+00:00,male,Republican Party,1916-09-05 00:00:00+00:00,1919-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1916,1919,1872,44
http://www.wikidata.org/entity/Q1452769,Frederick A. Schroeder,1833-03-09 00:00:00+00:00,male,Republican Party,1875-01-01 00:00:00+00:00,1878-01-01 00:00:00+00:00,"Mayor of Brooklyn, New York",Brooklyn,1875,1878,1833,42
http://www.wikidata.org/entity/Q5497707,Frederick Eaton,1856-09-23 00:00:00+00:00,male,Republican Party,1898-12-15 00:00:00+00:00,1900-12-12 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1898,1900,1856,42
http://www.wikidata.org/entity/Q5498217,Frederick Kohler,1864-05-02 00:00:00+00:00,male,Republican Party,1923-01-01 00:00:00+00:00,1923-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1923,1923,1864,59
http://www.wikidata.org/entity/Q5498957,Frederick W. Pelton,1827-03-24 00:00:00+00:00,male,Republican Party,1872-01-01 00:00:00+00:00,1872-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1872,1872,1827,45
http://www.wikidata.org/entity/Q5498939,Frederick William Donnelly,1866-10-14 00:00:00+00:00,male,Democratic Party,1911-01-01 00:00:00+00:00,1932-01-01 00:00:00+00:00,"Mayor of Trenton, New Jersey",Trenton,1911,1932,1866,45
http://www.wikidata.org/entity/Q5524994,Gary Doty,1948-01-01 00:00:00+00:00,male,Democratic Party,1992-01-01 00:00:00+00:00,2004-01-05 00:00:00+00:00,"Mayor of Duluth, Minnesota",Duluth,1992,2004,1948,44
http://www.wikidata.org/entity/Q5524994,Gary Doty,1948-01-01 00:00:00+00:00,male,Minnesota Democratic–Farmer–Labor Party,1992-01-01 00:00:00+00:00,2004-01-05 00:00:00+00:00,"Mayor of Duluth, Minnesota",Duluth,1992,2004,1948,44
http://www.wikidata.org/entity/Q5525464,Gary Leitzell,1961-01-01 00:00:00+00:00,male,independent politician,2010-01-04 00:00:00+00:00,2014-01-04 00:00:00+00:00,"Mayor of Dayton, Ohio",Dayton,2010,2014,1961,49
http://www.wikidata.org/entity/Q5525464,Gary Leitzell,1961-01-01 00:00:00+00:00,male,independent politician,2010-01-04 00:00:00+00:00,2014-01-04 00:00:00+00:00,"Mayor of Dayton, Ohio",City of Dayton,2010,2014,1961,49
http://www.wikidata.org/entity/Q461391,Gavin Newsom,1967-10-10 00:00:00+00:00,male,Democratic Party,2004-01-08 00:00:00+00:00,2011-01-10 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,2004,2011,1967,37
http://www.wikidata.org/entity/Q20963351,George A. Brackett,1836-09-16 00:00:00+00:00,male,Republican Party,1873-04-08 00:00:00+00:00,1874-04-14 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1873,1874,1836,37
http://www.wikidata.org/entity/Q5536146,George Alexander,1839-09-21 00:00:00+00:00,male,Democratic Party,1909-03-26 00:00:00+00:00,1913-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1909,1913,1839,70
http://www.wikidata.org/entity/Q20980349,George Alfred Pillsbury,1816-08-29 00:00:00+00:00,male,Republican Party,1884-04-08 00:00:00+00:00,1886-04-13 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1884,1886,1816,68
http://www.wikidata.org/entity/Q5536568,George B. McClellan Jr.,1865-11-23 00:00:00+00:00,male,Democratic Party,1904-01-01 00:00:00+00:00,1909-12-31 00:00:00+00:00,Mayor of New York City,New York City,1904,1909,1865,39
http://www.wikidata.org/entity/Q23582974,George Breisacher,1865-01-01 00:00:00+00:00,male,Democratic Party,1912-01-01 00:00:00+00:00,1913-01-01 00:00:00+00:00,"Mayor of Bergenfield, New Jersey",Bergenfield,1912,1913,1865,47
http://www.wikidata.org/entity/Q5538727,George E. Cryer,1875-05-13 00:00:00+00:00,male,Republican Party,1921-07-01 00:00:00+00:00,1929-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1921,1929,1875,46
http://www.wikidata.org/entity/Q1270692,George E. Hood,1875-01-25 00:00:00+00:00,male,Democratic Party,1901-01-01 00:00:00+00:00,1907-01-01 00:00:00+00:00,"Mayor of Goldsboro, North Carolina",Goldsboro,1901,1907,1875,26
http://www.wikidata.org/entity/Q28115340,George E. Wallace,1938-11-23 00:00:00+00:00,male,Democratic Party,2013-10-04 00:00:00+00:00,2016-07-01 00:00:00+00:00,"Mayor of Hampton, Virginia",Hampton,2013,2016,1938,75
http://www.wikidata.org/entity/Q20643073,George Gonzales,1938-01-05 00:00:00+00:00,male,Democratic Party,1968-01-01 00:00:00+00:00,1972-01-01 00:00:00+00:00,Alcalde-Mayor of Santa Fe,Santa Fe,1968,1972,1938,30
http://www.wikidata.org/entity/Q23618222,George Henry Steil Sr.,1861-03-29 00:00:00+00:00,male,Democratic Party,1906-01-01 00:00:00+00:00,1910-01-01 00:00:00+00:00,"Mayor of Hoboken, New Jersey",Hoboken,1906,1910,1861,45
http://www.wikidata.org/entity/Q16018603,George M. Sullivan,1922-03-31 00:00:00+00:00,male,Republican Party,1967-01-01 00:00:00+00:00,1982-01-01 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,1967,1982,1922,45
http://www.wikidata.org/entity/Q5542584,George Montgomery Scott,1835-07-27 00:00:00+00:00,male,Liberal Party,1890-01-01 00:00:00+00:00,1892-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,1890,1892,1835,55
http://www.wikidata.org/entity/Q705708,George Moscone,1929-11-24 00:00:00+00:00,male,Democratic Party,1976-01-08 00:00:00+00:00,1978-11-27 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,1976,1978,1929,47
http://www.wikidata.org/entity/Q5542992,George Oakes,1861-10-27 00:00:00+00:00,male,Democratic Party,1893-01-01 00:00:00+00:00,1897-01-01 00:00:00+00:00,Mayor of Chattanooga,Chattanooga,1893,1897,1861,32
http://www.wikidata.org/entity/Q3101809,George Opdyke,1805-12-07 00:00:00+00:00,male,Republican Party,1862-01-01 00:00:00+00:00,1864-01-01 00:00:00+00:00,Mayor of New York City,New York City,1862,1864,1805,57
http://www.wikidata.org/entity/Q11676,George Pataki,1945-06-24 00:00:00+00:00,male,Republican Party,1981-01-01 00:00:00+00:00,1984-01-01 00:00:00+00:00,mayor of a place in New York,New York,1981,1984,1945,36
http://www.wikidata.org/entity/Q5543619,George R. Dale,1867-02-05 00:00:00+00:00,male,Democratic Party,1930-01-01 00:00:00+00:00,1935-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1930,1935,1867,63
http://www.wikidata.org/entity/Q104794605,George Sietsema,1918-04-01 00:00:00+00:00,male,Democratic Party,1985-01-01 00:00:00+00:00,1987-01-01 00:00:00+00:00,"Mayor of Wyoming, Michigan",Wyoming,1985,1987,1918,67
http://www.wikidata.org/entity/Q5545430,George Vaara,1899-05-26 00:00:00+00:00,male,Republican Party,1940-01-01 00:00:00+00:00,1941-01-01 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,1940,1941,1899,41
http://www.wikidata.org/entity/Q529873,George Voinovich,1936-07-15 00:00:00+00:00,male,Republican Party,1980-01-01 00:00:00+00:00,1989-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1980,1989,1936,44
http://www.wikidata.org/entity/Q222512,George W. Cromer,1856-05-13 00:00:00+00:00,male,Republican Party,1895-01-01 00:00:00+00:00,1899-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1895,1899,1856,39
http://www.wikidata.org/entity/Q5545629,George Wilkins Guthrie,1848-09-05 00:00:00+00:00,male,Democratic Party,1906-04-02 00:00:00+00:00,1909-04-05 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1906,1909,1848,58
http://www.wikidata.org/entity/Q5546302,George William Brown,1812-10-13 00:00:00+00:00,male,Constitutional Union Party,1860-11-12 00:00:00+00:00,1861-09-12 00:00:00+00:00,Mayor of Baltimore,Baltimore,1860,1861,1812,48
http://www.wikidata.org/entity/Q16887119,George Wuerch,1936-01-01 00:00:00+00:00,male,Republican Party,2000-07-01 00:00:00+00:00,2003-07-01 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,2000,2003,1936,64
http://www.wikidata.org/entity/Q4123585,Gerald Jennings,1948-07-31 00:00:00+00:00,male,Democratic Party,1994-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,"Mayor of Albany, New York",Albany,1994,2013,1948,46
http://www.wikidata.org/entity/Q5549389,Gerald McCann,1950-03-20 00:00:00+00:00,male,Democratic Party,1981-07-01 00:00:00+00:00,1985-06-30 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1981,1985,1950,31
http://www.wikidata.org/entity/Q5549389,Gerald McCann,1950-03-20 00:00:00+00:00,male,Democratic Party,1989-07-01 00:00:00+00:00,1992-02-13 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1989,1992,1950,39
http://www.wikidata.org/entity/Q5560861,Gilbert Collins,1846-08-26 00:00:00+00:00,male,Republican Party,1884-05-05 00:00:00+00:00,1886-05-02 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1884,1886,1846,38
http://www.wikidata.org/entity/Q5568303,Glenda Hood,1950-03-10 00:00:00+00:00,female,Republican Party,1992-11-01 00:00:00+00:00,2003-02-26 00:00:00+00:00,"Mayor of Orlando, Florida",Orlando,1992,2003,1950,42
http://www.wikidata.org/entity/Q5568745,Glenn Dale Cunningham,1943-09-16 00:00:00+00:00,male,Democratic Party,2001-07-01 00:00:00+00:00,2004-05-25 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,2001,2004,1943,58
http://www.wikidata.org/entity/Q22975471,Gordon H. Paquette,1916-11-25 00:00:00+00:00,male,Democratic Party,1971-04-06 00:00:00+00:00,1981-04-06 00:00:00+00:00,"Mayor of Burlington, Vermont",Burlington,1971,1981,1916,55
http://www.wikidata.org/entity/Q5585769,Gordon Stanley Clinton,1920-04-13 00:00:00+00:00,male,Republican Party,1956-01-01 00:00:00+00:00,1964-01-01 00:00:00+00:00,Mayor of Seattle,Seattle,1956,1964,1920,36
http://www.wikidata.org/entity/Q13225564,Greg Fischer,1958-01-14 00:00:00+00:00,male,Democratic Party,2011-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,"Mayor of Louisville, Kentucky",Louisville,2011,2023,1958,53
http://www.wikidata.org/entity/Q14950495,Greg Lashutka,1944-03-28 00:00:00+00:00,male,Republican Party,1992-01-01 00:00:00+00:00,2000-01-01 00:00:00+00:00,"Mayor of Columbus, Ohio",Columbus,1992,2000,1944,48
http://www.wikidata.org/entity/Q126910689,Greg Lopez,1964-06-07 00:00:00+00:00,male,Republican Party,1992-01-01 00:00:00+00:00,1996-01-01 00:00:00+00:00,mayor of a place in Colorado,Colorado,1992,1996,1964,28
http://www.wikidata.org/entity/Q330519,Greg Nickels,1955-08-07 00:00:00+00:00,male,Democratic Party,2002-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,Mayor of Seattle,Seattle,2002,2009,1955,47
http://www.wikidata.org/entity/Q5606289,Greg Stanton,1970-03-08 00:00:00+00:00,male,Democratic Party,2012-01-03 00:00:00+00:00,2018-05-29 00:00:00+00:00,Mayor of Phoenix,Phoenix,2012,2018,1970,42
http://www.wikidata.org/entity/Q35171,Grover Cleveland,1837-03-18 00:00:00+00:00,male,Democratic Party,1882-01-02 00:00:00+00:00,1882-11-20 00:00:00+00:00,"Mayor of Buffalo, New York",Buffalo,1882,1882,1837,45
http://www.wikidata.org/entity/Q5621238,Gustav Tafel,1830-10-13 00:00:00+00:00,male,Democratic Party,1897-01-01 00:00:00+00:00,1900-01-01 00:00:00+00:00,"mayor of Cincinnati, Ohio",Cincinnati,1897,1900,1830,67
http://www.wikidata.org/entity/Q13562416,Gwendolyn Faison,1925-02-14 00:00:00+00:00,female,Democratic Party,2000-12-22 00:00:00+00:00,2010-01-05 00:00:00+00:00,"Mayor of Camden, New Jersey",Camden,2000,2010,1925,75
http://www.wikidata.org/entity/Q164227,H. A. Boucher,1921-01-27 00:00:00+00:00,male,Democratic Party,1966-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,"Mayor of Fairbanks, Alaska",Fairbanks,1966,1970,1921,45
http://www.wikidata.org/entity/Q1562567,H. Clay Evans,1843-06-18 00:00:00+00:00,male,Republican Party,1882-01-01 00:00:00+00:00,1883-01-01 00:00:00+00:00,Mayor of Chattanooga,Chattanooga,1882,1883,1843,39
http://www.wikidata.org/entity/Q5628210,H. Edward Knox,1937-01-22 00:00:00+00:00,male,Republican Party,1979-01-01 00:00:00+00:00,1983-01-01 00:00:00+00:00,"Mayor of Charlotte, North Carolina",Charlotte,1979,1983,1937,42
http://www.wikidata.org/entity/Q5628210,H. Edward Knox,1937-01-22 00:00:00+00:00,male,Democratic Party,1979-01-01 00:00:00+00:00,1983-01-01 00:00:00+00:00,"Mayor of Charlotte, North Carolina",Charlotte,1979,1983,1937,42
http://www.wikidata.org/entity/Q5628535,H. Russell Albee,1867-09-08 00:00:00+00:00,male,Progressive Party,1913-06-01 00:00:00+00:00,1917-07-01 00:00:00+00:00,"Mayor of Portland, Oregon",Portland,1913,1917,1867,46
http://www.wikidata.org/entity/Q85470519,H. Wirt Newkirk,1854-08-01 00:00:00+00:00,male,Republican Party,1931-01-01 00:00:00+00:00,1933-01-01 00:00:00+00:00,"Mayor of Ann Arbor, Michigan",Ann Arbor,1931,1933,1854,77
http://www.wikidata.org/entity/Q1229433,Hamilton G. Ewart,1849-10-23 00:00:00+00:00,male,Republican Party,1878-01-01 00:00:00+00:00,1879-01-01 00:00:00+00:00,"Mayor of Hendersonville, North Carolina",Hendersonville,1878,1879,1849,29
http://www.wikidata.org/entity/Q64743933,Hardie Davis,1968-12-05 00:00:00+00:00,male,Democratic Party,2015-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,"Mayor of Augusta, Georgia",Augusta,2015,2022,1968,47
http://www.wikidata.org/entity/Q5659162,Harmon S. Cutting,1830-01-01 00:00:00+00:00,male,Democratic Party,1882-12-29 00:00:00+00:00,1883-01-16 00:00:00+00:00,"Mayor of Buffalo, New York",Buffalo,1882,1883,1830,52
http://www.wikidata.org/entity/Q507177,Harold Hitz Burton,1888-06-22 00:00:00+00:00,male,Republican Party,1936-01-01 00:00:00+00:00,1941-01-02 00:00:00+00:00,mayor of Cleveland,Cleveland,1936,1941,1888,48
http://www.wikidata.org/entity/Q5662226,Harold Roe Bartle,1901-06-25 00:00:00+00:00,male,Democratic Party,1955-01-01 00:00:00+00:00,1963-01-01 00:00:00+00:00,"Mayor of Kansas City, Missouri",Kansas City,1955,1963,1901,54
http://www.wikidata.org/entity/Q295584,Harold Washington,1922-04-15 00:00:00+00:00,male,Democratic Party,1983-04-29 00:00:00+00:00,1987-11-25 00:00:00+00:00,Mayor of Chicago,Chicago,1983,1987,1922,61
http://www.wikidata.org/entity/Q60540203,Harper Peterson,1948-12-16 00:00:00+00:00,male,Democratic Party,2001-01-01 00:00:00+00:00,2003-01-01 00:00:00+00:00,"Mayor of Wilmington, North Carolina",Wilmington,2001,2003,1948,53
http://www.wikidata.org/entity/Q16935096,Harry B. Luthi,1933-01-01 00:00:00+00:00,male,Republican Party,1982-11-11 00:00:00+00:00,1983-06-13 00:00:00+00:00,"Mayor of Greenville, South Carolina",Greenville,1982,1983,1933,49
http://www.wikidata.org/entity/Q16017894,"Harry E. Rodenhizer, Jr",1927-12-20 00:00:00+00:00,male,Republican Party,1979-01-01 00:00:00+00:00,1981-01-01 00:00:00+00:00,"Mayor of Durham, North Carolina",Durham,1979,1981,1927,52
http://www.wikidata.org/entity/Q16017894,"Harry E. Rodenhizer, Jr",1927-12-20 00:00:00+00:00,male,Republican Party,1991-01-01 00:00:00+00:00,1993-01-01 00:00:00+00:00,"Mayor of Durham, North Carolina",Durham,1991,1993,1927,64
http://www.wikidata.org/entity/Q61638134,Harry Fritchman,1865-02-10 00:00:00+00:00,male,Republican Party,1911-01-01 00:00:00+00:00,1912-01-01 00:00:00+00:00,"Mayor of Boise, Idaho",Boise,1911,1912,1865,46
http://www.wikidata.org/entity/Q5670272,Harry Kim,1939-01-01 00:00:00+00:00,male,Republican Party,2000-12-01 00:00:00+00:00,2008-12-01 00:00:00+00:00,Mayor of Hawaii County,Hawaii County,2000,2008,1939,61
